timestamp,total_passengers,aircraft_waiting,counters,security,gates,shops,taxis_city_to_airport,taxis_airport_to_city
1733052320.883349,25,1,0.0,0.0,0.0,0.0,11.11111111111111,0.0
1733052321.8883379,26,1,25.0,0.0,0.0,0.0,8.88888888888889,2.2222222222222223
1733052322.890403,26,1,50.0,0.0,0.0,0.0,6.666666666666667,2.2222222222222223
1733052323.895444,26,1,25.0,20.0,0.0,0.0,6.666666666666667,2.2222222222222223
1733052324.89999,26,1,25.0,20.0,0.0,0.0,6.666666666666667,53.333333333333336
1733052325.901553,22,1,25.0,20.0,0.0,0.0,6.666666666666667,44.44444444444444
1733052326.906671,18,1,25.0,0.0,0.0,20.0,6.666666666666667,35.55555555555556
1733052327.908596,16,1,50.0,0.0,14.285714285714285,0.0,4.444444444444445,28.888888888888886
1733052328.913749,16,1,75.0,0.0,14.285714285714285,0.0,2.2222222222222223,26.666666666666668
1733052329.9186711,16,1,75.0,20.0,14.285714285714285,0.0,0.0,24.444444444444443
1733052330.923776,16,1,75.0,20.0,14.285714285714285,0.0,0.0,24.444444444444443
1733052331.925395,35,2,75.0,20.0,14.285714285714285,0.0,2.2222222222222223,46.666666666666664
1733052332.930482,31,2,75.0,40.0,0.0,0.0,0.0,44.44444444444444
1733052333.935649,26,2,25.0,60.0,0.0,20.0,0.0,35.55555555555556
1733052334.940725,21,2,25.0,60.0,0.0,20.0,0.0,35.55555555555556
1733052335.94282,19,2,25.0,60.0,0.0,20.0,0.0,31.11111111111111
1733052336.947958,15,2,25.0,60.0,0.0,20.0,2.2222222222222223,22.22222222222222
1733052337.950448,14,2,0.0,60.0,14.285714285714285,0.0,4.444444444444445,20.0
1733052338.9555452,10,2,0.0,40.0,14.285714285714285,20.0,6.666666666666667,13.333333333333334
1733052339.95882,7,2,25.0,20.0,14.285714285714285,20.0,4.444444444444445,6.666666666666667
1733052340.963948,6,2,0.0,40.0,0.0,20.0,4.444444444444445,6.666666666666667
1733052341.9672189,7,2,25.0,40.0,0.0,20.0,4.444444444444445,6.666666666666667
1733052342.969342,5,2,25.0,20.0,0.0,40.0,4.444444444444445,2.2222222222222223
1733052343.9761002,4,2,25.0,20.0,14.285714285714285,20.0,4.444444444444445,0.0
1733052344.9812548,5,2,25.0,40.0,14.285714285714285,20.0,2.2222222222222223,0.0
1733052345.983789,5,2,25.0,20.0,28.57142857142857,20.0,4.444444444444445,0.0
1733052346.9889169,34,3,25.0,20.0,14.285714285714285,0.0,6.666666666666667,57.77777777777777
1733052347.9940531,32,3,50.0,20.0,14.285714285714285,0.0,4.444444444444445,60.0
1733052348.999115,27,3,25.0,40.0,14.285714285714285,0.0,4.444444444444445,48.888888888888886
1733052350.00057,25,3,50.0,20.0,14.285714285714285,20.0,2.2222222222222223,44.44444444444444
1733052351.0015218,20,3,50.0,20.0,14.285714285714285,20.0,2.2222222222222223,33.33333333333333
1733052352.0046809,17,3,25.0,40.0,14.285714285714285,0.0,4.444444444444445,26.666666666666668
1733052353.007314,16,3,25.0,40.0,14.285714285714285,0.0,4.444444444444445,24.444444444444443
1733052354.0110369,14,3,0.0,40.0,14.285714285714285,20.0,4.444444444444445,22.22222222222222
1733052355.012671,12,3,25.0,20.0,14.285714285714285,40.0,2.2222222222222223,15.555555555555555
1733052356.016993,10,3,25.0,20.0,14.285714285714285,20.0,4.444444444444445,13.333333333333334
1733052357.0220768,5,3,50.0,20.0,14.285714285714285,20.0,2.2222222222222223,0.0
1733052358.0271869,5,3,50.0,20.0,14.285714285714285,0.0,2.2222222222222223,0.0
1733052359.032331,5,3,50.0,0.0,14.285714285714285,0.0,2.2222222222222223,0.0
1733052360.03584,4,3,50.0,0.0,14.285714285714285,0.0,2.2222222222222223,0.0
1733052361.036351,4,3,25.0,20.0,14.285714285714285,0.0,2.2222222222222223,0.0
1733052362.041485,3,3,0.0,40.0,14.285714285714285,0.0,2.2222222222222223,0.0
1733052363.0466409,3,3,0.0,40.0,14.285714285714285,0.0,2.2222222222222223,0.0
1733052364.050441,4,3,25.0,20.0,28.57142857142857,0.0,0.0,0.0
1733052365.054365,4,3,25.0,20.0,28.57142857142857,0.0,0.0,0.0
1733052366.059569,3,3,0.0,40.0,14.285714285714285,0.0,0.0,0.0
1733052367.0646558,2,3,0.0,20.0,14.285714285714285,0.0,0.0,0.0
1733052368.069768,2,3,0.0,20.0,14.285714285714285,0.0,0.0,0.0
1733052369.074825,25,4,0.0,20.0,14.285714285714285,0.0,0.0,51.11111111111111
1733052370.078339,21,4,0.0,0.0,14.285714285714285,0.0,0.0,44.44444444444444
1733052371.083372,18,4,0.0,0.0,14.285714285714285,0.0,2.2222222222222223,37.77777777777778
1733052372.088437,14,4,0.0,0.0,0.0,0.0,4.444444444444445,31.11111111111111
1733052373.0935712,11,4,0.0,0.0,0.0,0.0,4.444444444444445,24.444444444444443
1733052374.097269,9,4,0.0,0.0,0.0,0.0,4.444444444444445,20.0
1733052375.102342,6,4,0.0,0.0,0.0,0.0,4.444444444444445,13.333333333333334
1733052376.107423,5,4,25.0,0.0,0.0,0.0,2.2222222222222223,8.88888888888889
1733052377.112567,3,4,25.0,0.0,0.0,0.0,4.444444444444445,4.444444444444445
1733052378.117718,3,4,25.0,0.0,0.0,0.0,4.444444444444445,4.444444444444445
1733052379.120789,1,4,25.0,0.0,0.0,0.0,4.444444444444445,0.0
1733052380.12592,1,4,25.0,0.0,0.0,0.0,6.666666666666667,0.0
1733052381.1306398,2,4,50.0,0.0,0.0,0.0,6.666666666666667,0.0
